Dummy Policy No,ASSURED_AGE,NOMINEE_RELATION,OCCUPATION,POLICY SUMASSURED,Premium,PREMIUMPAYMENTMODE,Annual Income,HOLDERMARITALSTATUS,INDIV_REQUIREMENTFLAG,Policy Term,Policy Payment Term,CORRESPONDENCECITY,CORRESPONDENCESTATE,CORRESPONDENCEPOSTCODE,Product Type,CHANNEL,Bank code,POLICYRISKCOMMENCEMENTDATE,Date of Death,INTIMATIONDATE,STATUS,SUB_STATUS,Fraud Category
1203,42,Wife,Business,"  1,650,000 ","  159,885 ",Half yearly,"  500,000 ",Married,Medical,36,10,BHAVNAGAR,Gujarat,364002,Traditional,Retail Agency,,12-01-2023,-,-,Cancellation,Other Reason,Impersonation
1204,42,Mother,Self-Employed,"  2,200,000 ","  209,000 ",Yearly,"  800,000 ",Single,Non Medical,26,10,New Delhi,Delhi,110029,Traditional,Retail Agency,,-,-,-,Rejection,Declined,Document Tampering
1205,25,Mother,Service,"  6,600,000 ","  613,500 ",Yearly,"  1,200,000 ",Single,Non Medical,26,10,EAST GODAVARI DISTRICT,Andhra Pradesh,533251,Traditional,Retail Agency,,23-02-2023,-,-,Inforce,-,Document Tampering
1206,28,Mother,Service,"  2,200,000 ","  209,000 ",Yearly,"  1,800,000 ",Single,Non Medical,26,10,LUCKNOW,Uttar Pradesh,226003,Traditional,Retail Agency,,27-02-2023,-,-,Cancellation,Other Reason,Document Tampering
1207,58,Son,Business,"  1,595,000 ","  148,263 ",Yearly,"  1,440,000 ",Married,Medical,23,10,PAKUR,Jharkhand,816106,Traditional,Bancassurance,1,16-03-2023,-,-,Inforce,-,Document Tampering
1208,57,Son,Agriculturist,"  5,500,000 ","  511,250 ",Yearly,"  1,500,000 ",Married,Medical,23,10,MANDI,Himachal Pradesh,175008,Traditional,Bancassurance,1,20-03-2023,-,-,Inforce,-,Document Tampering
1209,22,Father,Student,"  11,000,000 ","  1,022,500 ",Yearly,"  18,000,000 ",Single,Non Medical,33,10,PALGHAT,Kerala,678683,Traditional,Bancassurance,1,23-03-2023,-,-,Inforce,-,Document Tampering
1210,20,Father,Student,"  11,000,000 ","  1,022,500 ",Yearly,"  18,000,000 ",Single,Non Medical,33,10,PALGHAT,Kerala,678683,Traditional,Bancassurance,1,22-03-2023,-,-,Inforce,-,Document Tampering
1211,42,Spouse,Business,"  1,100,000 ","  104,500 ",Yearly,"  240,000 ",Married,Non Medical,36,10,Deoria,Uttar Pradesh,274001,Traditional,Retail Agency,,-,-,-,Cancellation,Other Reason,Document Tampering
1212,18,Father,Student,"  1,100,000 ","  102,250 ",Yearly,"  1,000,000 ",Single,Non Medical,26,10,THANE,Maharashtra,400601,Traditional,Retail Agency,,31-03-2023,-,-,Inforce,-,Document Tampering
1213,50,Son,Business,"  1,650,000 ","  153,375 ",Yearly,"  624,000 ",Married,Non Medical,26,10,MIDNAPUR,West Bengal,721101,Traditional,Institutional Alliance,,31-03-2023,-,-,Inforce,-,Signature Forgery
1214,12,Spouse,Business,"  3,300,000 ","  306,750 ",Yearly,"  3,000,000 ",Married,Non Medical,36,10,KARUR,Tamil Nadu,639002,Traditional,Bancassurance,1,08-05-2023,-,-,Inforce,-,Document Tampering
1215,35,Spouse,Service,"  3,300,000 ","  306,750 ",Yearly,"  900,000 ",Married,Non Medical,26,10,VISHAKAPATNAM,Andhra Pradesh,530016,Traditional,Retail Agency,,18-04-2023,-,-,Technical Lapse,-,Document Tampering
1216,27,Husband,Service,"  5,500,000 ","  511,250 ",Yearly,"  1,500,000 ",Married,Non Medical,26,10,VISHAKAPATNAM,Andhra Pradesh,530003,Traditional,Retail Agency,,18-04-2023,-,-,Inforce,-,Document Tampering
1217,20,Father,Student,"  5,500,000 ","  511,250 ",Yearly,"  12,000,000 ",Single,Non Medical,23,10,-,_Others,-,Traditional,Retail Agency,,02-05-2023,-,-,Inforce,-,Document Tampering
1218,5,Spouse,Agriculturist,"  3,300,000 ","  306,750 ",Yearly,"  1,200,000 ",Married,Non Medical,23,10,KULLU,Himachal Pradesh,175129,Traditional,Bancassurance,1,29-05-2023,-,-,Inforce,-,Document Tampering
1219,25,Mother,Agriculturist,"  5,500,000 ","  511,250 ",Yearly,"  2,500,000 ",widowed,Non Medical,33,10,MANDI,Himachal Pradesh,176120,Traditional,Bancassurance,1,19-07-2023,-,-,Inforce,-,Document Tampering
1220,9,Spouse,Service,"  2,750,000 ","  255,625 ",Yearly,"  780,000 ",Married,Non Medical,23,10,Kottayam,Kerala,686603,Traditional,Retail Agency,,28-07-2023,-,-,Inforce,-,Document Tampering
1221,44,Wife,Service,"  5,258,000 ","  478,000 ",Yearly,"  9,600,000 ",Married,Medical,26,10,-,_Others,-,Traditional,Bancassurance,1,28-08-2023,-,-,Withdrawal,Free Look Cancellation,Signature Forgery
1222,42,Spouse,Service,"  5,500,000 ","  522,500 ",Yearly,"  1,056,000 ",Married,Non Medical,26,10,VISHAKAPATNAM,Andhra Pradesh,530040,Traditional,Retail Agency,,-,-,-,Cancellation,Other Reason,Document Tampering
1223,31,Mother,Service,"  2,200,000 ","  204,500 ",Yearly,"  1,056,000 ",Married,Non Medical,26,10,VISHAKAPATNAM,Andhra Pradesh,530040,Traditional,Retail Agency,,30-08-2023,-,-,Inforce,-,Document Tampering
1224,42,Husband,Agriculturist,"  5,225,000 ","  485,688 ",Yearly,"  1,300,000 ",Married,Non Medical,23,10,Mandi,Himachal Pradesh,176121,Traditional,Bancassurance,1,06-09-2023,-,-,Inforce,-,Document Tampering
1225,11,Spouse,Agriculturist,"  5,225,000 ","  485,688 ",Yearly,"  1,700,000 ",Married,Non Medical,23,10,Mandi,Himachal Pradesh,176121,Traditional,Bancassurance,1,11-09-2023,-,-,Inforce,-,Document Tampering
1226,35,Spouse,Agriculturist,"  5,500,000 ","  511,250 ",Yearly,"  1,200,000 ",Married,Non Medical,26,10,Kullu,Himachal Pradesh,175101,Traditional,Bancassurance,1,26-09-2023,-,-,Inforce,-,Document Tampering
1227,42,Spouse,Service,"  1,100,000 ","  104,500 ",Yearly,"  1,920,000 ",Married,Non Medical,23,10,Warangal,Telangana,506101,Traditional,Bancassurance,1,-,-,-,Cancellation,Other Reason,Document Tampering
1228,14,Daughter,Service,"  1,100,000 ","  102,250 ",Yearly,"  840,000 ",widowed,Non Medical,26,10,JAMSHEDPUR,Jharkhand,832101,Traditional,Retail Agency,,27-02-2024,-,-,Inforce,-,Document Tampering
1229,44,Husband,Housewife,0 ,"  500,000 ",Yearly,"  1,500,000 ",Married,Non Medical,10,10,SIDHI,Madhya Pradesh,486886,Pension,Retail Agency,,29-08-2022,-,-,Withdrawal,Free Look Cancellation,Document Tampering
1230,58,Husband,Housewife,0 ,"  500,000 ",Yearly,"  1,560,000 ",Married,Non Medical,10,10,SURAT,Gujarat,395010,Pension,Bancassurance,1,29-08-2022,-,-,Inforce,-,Document Tampering
1231,54,Husband,Service,0 ,"  1,400,000 ",Yearly,"  3,800,000 ",Married,Non Medical,10,10,TRIVANDRUM,Kerala,695026,Pension,Bancassurance,1,29-08-2022,-,-,Cancellation,Other Reason,Document Tampering
1232,51,Husband,Service,0 ,"  500,000 ",Yearly,"  6,000,000 ",Married,Non Medical,10,10,AGANAMPUDI,Andhra Pradesh,530046,Pension,Bancassurance,1,08-09-2022,-,-,Inforce,-,Document Tampering
1233,52,Husband,Service,"  4,200,000 ","  600,000 ",Yearly,"  3,600,000 ",Married,Non Medical,10,10,UKKUNAGARAM,Andhra Pradesh,530032,Pension,Bancassurance,1,09-09-2022,-,-,Inforce,-,Document Tampering
1234,31,Father,Service,"  4,200,000 ","  600,000 ",Yearly,"  9,600,000 ",Single,Non Medical,15,10,-,_Others,-,Pension,Bancassurance,1,30-09-2022,-,-,Inforce,-,Document Tampering
1235,32,Wife,Business,0 ,"  350,000 ",Yearly,"  1,250,000 ",Married,Non Medical,10,10,SIDHI,Madhya Pradesh,486887,Pension,Retail Agency,,17-10-2022,-,-,Cancellation,Other Reason,Document Tampering
1236,52,Daughter,Housewife,0 ,"  350,000 ",Yearly,"  1,000,000 ",Married,Non Medical,10,10,Bharuch,Gujarat,392001,Pension,Bancassurance,1,31-10-2022,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
1237,34,Wife,Profession,0 ,"  500,000 ",Yearly,"  3,600,000 ",Married,Non Medical,10,10,SURAT,Gujarat,395007,Pension,Bancassurance,1,31-10-2022,-,-,Inforce,-,Document Tampering
1238,33,Husband,Service,0 ,"  200,000 ",Yearly,"  1,200,000 ",Married,Non Medical,20,10,Guntur,Andhra Pradesh,522201,Pension,Retail Agency,,31-10-2022,-,-,Inforce,-,Document Tampering
1239,57,Son,Service,0 ,"  1,000,000 ",Yearly,"  3,600,000 ",Married,Non Medical,10,10,SURAT,Gujarat,395004,Pension,Bancassurance,1,18-11-2022,-,-,Inforce,-,Document Tampering
1240,57,Son,Retired,0 ,"  500,000 ",Yearly,"  1,300,000 ",Married,Non Medical,10,10,SURAT,Gujarat,394210,Pension,Bancassurance,1,28-11-2022,-,-,Inforce,-,Document Tampering
1241,60,Wife,Retired,0 ,"  600,000 ",Yearly,"  6,000,000 ",Married,Non Medical,10,10,UKKUNAGARAM,Andhra Pradesh,530032,Pension,Bancassurance,1,14-11-2022,-,-,Withdrawal,Free Look Cancellation,Document Tampering
1242,57,Husband,Retired,0 ,"  500,000 ",Yearly,"  3,000,000 ",Married,Non Medical,10,10,SURAT,Gujarat,395007,Pension,Bancassurance,1,18-11-2022,-,-,Inforce,-,Document Tampering
1243,48,Wife,Agriculturist,0 ,"  500,000 ",Yearly,"  1,340,000 ",Married,Non Medical,10,10,BHARUCH,Gujarat,393110,Pension,Bancassurance,1,23-11-2022,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
1244,57,Husband,Service,0 ,"  400,000 ",Yearly,"  1,800,000 ",Married,Non Medical,10,10,SURAT,Gujarat,395003,Pension,Bancassurance,1,21-11-2022,-,-,Inforce,-,Document Tampering
1245,57,Wife,Business,0 ,"  1,000,000 ",Yearly,"  3,000,000 ",Married,Non Medical,10,10,Surat,Gujarat,394210,Pension,Bancassurance,1,22-11-2022,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
1246,51,Spouse,Business,0 ,"  400,000 ",Yearly,"  1,000,000 ",Married,Non Medical,10,10,Surat,Gujarat,395007,Pension,Bancassurance,1,23-11-2022,-,-,Inforce,-,Document Tampering
1247,42,Spouse,Retired,0 ,"  500,000 ",Yearly,"  1,500,000 ",Married,Non Medical,10,10,-,-,-,Pension,Bancassurance,1,-,-,-,Cancellation,Other Reason,Document Tampering
1248,45,Daughter,Housewife,0 ,"  500,000 ",Yearly,"  1,250,000 ",Married,Non Medical,10,10,SURAT,Gujarat,394230,Pension,Bancassurance,1,28-11-2022,-,-,Inforce,-,Document Tampering
1249,58,Spouse,Service,0 ,"  1,000,000 ",Yearly,"  2,500,000 ",Married,Non Medical,10,10,SURAT,Gujarat,395007,Pension,Bancassurance,1,02-12-2022,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
1250,58,Spouse,Service,0 ,"  1,000,000 ",Yearly,"  2,500,000 ",Married,Non Medical,10,10,SURAT,Gujarat,395007,Pension,Bancassurance,1,02-12-2022,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
1251,57,Wife,Retired,0 ,"  1,000,000 ",Yearly,"  5,000,000 ",Married,Non Medical,10,10,SIDHI,Madhya Pradesh,486889,Pension,Retail Agency,,30-11-2022,-,-,Cancellation,Other Reason,Document Tampering
1252,42,Father,Service,0 ,"  800,000 ",Yearly,"  5,000,000 ",Married,Non Medical,10,10,-,_Others,-,Pension,Bancassurance,1,29-11-2022,-,-,Cancellation,Other Reason,Signature Forgery
1253,58,Wife,Retired,0 ,"  400,000 ",Yearly,"  1,580,000 ",Married,Non Medical,10,10,RAJKOT,Gujarat,360001,Pension,Retail Agency,,05-12-2022,-,-,Cancellation,Other Reason,Misselling 
1254,58,Wife,Service,0 ,"  1,000,000 ",Yearly,"  3,000,000 ",Married,Non Medical,10,10,-,_Others,-,Pension,Bancassurance,1,30-11-2022,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
1255,42,Husband,Business,0 ,"  1,000,000 ",Yearly,"  4,800,000 ",Married,Non Medical,10,10,Panipat,Haryana,132103,Pension,Bancassurance,1,06-12-2022,-,-,Cancellation,Other Reason,Misselling 
1256,51,Husband,Service,0 ,"  500,000 ",Yearly,"  3,600,000 ",Married,Non Medical,10,10,AGANAMPUDI,Andhra Pradesh,530046,Pension,Bancassurance,1,12-12-2022,-,-,Inforce,-,Document Tampering
1257,48,Wife,Service,0 ,"  500,000 ",Yearly,"  3,000,000 ",Married,Non Medical,10,10,-,_Others,-,Pension,Bancassurance,1,16-12-2022,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
1258,60,Wife,Service,0 ,"  500,000 ",Yearly,"  36,000,000 ",Married,Non Medical,10,10,SRIKAKULAM,Andhra Pradesh,532440,Pension,Bancassurance,1,20-12-2022,-,-,Inforce,-,Document Tampering
1259,58,Wife,Retired,0 ,"  200,000 ",Yearly,"  1,200,000 ",Married,Non Medical,10,10,SURAT,Gujarat,394540,Pension,Bancassurance,1,29-12-2022,-,-,Withdrawal,Free Look Cancellation,Document Tampering
1260,56,Spouse,Service,0 ,"  2,000,000 ",Yearly,"  230,000,000 ",Married,Non Medical,10,10,SURAT,Gujarat,395005,Pension,Bancassurance,1,20-12-2022,-,-,Inforce,-,Document Tampering
1261,51,Husband,Service,0 ,"  500,000 ",Yearly,"  3,000,000 ",Married,Non Medical,10,10,Surat,Gujarat,395007,Pension,Bancassurance,1,29-12-2022,-,-,Inforce,-,Document Tampering
1262,42,Wife,Service,"  4,200,000 ","  600,000 ",Yearly,"  1,500,000 ",Married,Non Medical,10,10,SURAT,Gujarat,395006,Pension,Bancassurance,1,22-12-2022,-,-,Cancellation,Other Reason,Document Tampering
1263,23,Spouse,Service,0 ,"  500,000 ",Yearly,"  3,600,000 ",Married,Non Medical,10,10,SURAT,Gujarat,394245,Pension,Bancassurance,1,23-12-2022,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
1264,58,Wife,Agriculturist,0 ,"  300,000 ",Yearly,"  1,000,000 ",Married,Non Medical,10,10,SIDHI,Madhya Pradesh,486886,Pension,Retail Agency,,06-01-2023,-,-,Cancellation,Other Reason,Document Tampering
1265,47,Spouse,Service,0 ,"  1,200,000 ",Yearly,"  6,000,000 ",Married,Non Medical,10,10,SURAT,Gujarat,395007,Pension,Bancassurance,1,30-12-2022,-,-,Inforce,-,Document Tampering
1266,60,Spouse,Service,0 ,"  500,000 ",Yearly,"  24,000,000 ",Married,Non Medical,10,10,SURAT,Gujarat,395003,Pension,Bancassurance,1,30-12-2022,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
1267,55,Spouse,Retired,0 ,"  600,000 ",Yearly,"  2,400,000 ",Married,Non Medical,15,10,SURAT,Gujarat,395004,Pension,Bancassurance,1,04-01-2023,-,-,Inforce,-,Document Tampering
1268,58,Wife,Retired,0 ,"  400,000 ",Yearly,"  1,200,000 ",Married,Non Medical,10,10,SURAT,Gujarat,395017,Pension,Bancassurance,1,11-01-2023,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
1269,47,Son,Service,0 ,"  500,000 ",Yearly,"  6,000,000 ",Married,Non Medical,15,10,SURAT,Gujarat,395003,Pension,Bancassurance,1,06-01-2023,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
1270,57,Spouse,Business,0 ,"  600,000 ",Yearly,"  2,000,000 ",Married,Non Medical,10,10,SURAT,Gujarat,395007,Pension,Bancassurance,1,16-01-2023,-,-,Inforce,-,Document Tampering
1271,21,Brother,Service,0 ,"  500,000 ",Yearly,"  1,500,000 ",Single,Non Medical,10,10,Rahpar,Gujarat,370160,Pension,Bancassurance,1,18-01-2023,-,-,Inforce,-,Document Tampering
1272,58,Nephew,Retired,0 ,"  1,500,000 ",Yearly,"  6,000,000 ",Single,Non Medical,10,10,Surat,Gujarat,395003,Pension,Bancassurance,1,23-01-2023,-,-,Inforce,-,Document Tampering
1273,53,Mother,Service,0 ,"  500,000 ",Yearly,"  6,000,000 ",Married,Non Medical,15,10,Surat,Gujarat,395009,Pension,Bancassurance,1,27-02-2023,-,-,Inforce,-,Document Tampering
1274,60,Husband,Retired,0 ,"  500,000 ",Yearly,"  3,600,000 ",Married,Non Medical,10,10,Surat,Gujarat,395009,Pension,Bancassurance,1,09-03-2023,-,-,Inforce,-,Document Tampering
1275,37,Wife,Service,0 ,"  360,000 ",Yearly,"  1,200,000 ",Married,Non Medical,10,10,SURAT,Gujarat,395017,Pension,Bancassurance,1,21-03-2023,-,-,Inforce,-,Document Tampering
1276,51,Mother,Service,0 ,"  750,000 ",Yearly,"  4,000,000 ",Married,Non Medical,10,10,SURAT,Gujarat,395007,Pension,Bancassurance,1,21-03-2023,-,-,Inforce,-,Document Tampering
1277,60,Husband,Housewife,0 ,"  500,000 ",Yearly,"  2,400,000 ",Married,Non Medical,10,10,SURAT,Gujarat,395017,Pension,Bancassurance,1,23-03-2023,-,-,Inforce,-,Document Tampering
1278,42,Spouse,Profession,0 ,"  2,500,000 ",Yearly,"  9,000,000 ",Married,Non Medical,15,10,-,_Others,-,Pension,Bancassurance,1,27-03-2023,-,-,Inforce,-,Document Tampering
1279,56,Son,Service,0 ,"  400,000 ",Yearly,"  1,182,000 ",Married,Non Medical,10,10,SURAT,Gujarat,395007,Pension,Bancassurance,1,29-03-2023,-,-,Inforce,-,Document Tampering
1280,45,Father,Business,0 ,"  200,000 ",Yearly,"  850,000 ",Married,Non Medical,10,10,Kanpur,Uttar Pradesh,208021,Pension,Retail Agency,,28-04-2023,-,-,Cancellation,Other Reason,Document Tampering
1281,58,Wife,Retired,0 ,"  1,000,000 ",Yearly,"  2,500,000 ",Married,Non Medical,10,10,BHARUCH,Gujarat,393135,Pension,Bancassurance,1,27-04-2023,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
1282,32,Daughter,Service,0 ,"  500,000 ",Yearly,"  1,300,000 ",Married,Non Medical,10,10,BHARUCH,Gujarat,393135,Pension,Bancassurance,1,18-05-2023,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
1283,47,Daughter,Service,0 ,"  500,000 ",Yearly,"  1,300,000 ",Married,Non Medical,10,10,AHMEDABAD,Gujarat,382110,Pension,Bancassurance,1,07-06-2023,-,-,Cancellation,Other Reason,Document Tampering
1284,58,Spouse,Retired,0 ,"  500,000 ",Yearly,"  3,000,000 ",Married,Non Medical,10,10,Ahmedabad,Gujarat,380058,Pension,Bancassurance,1,29-08-2023,-,-,Inforce,-,Document Tampering
1285,38,Father,Business,0 ,"  500,000 ",Yearly,"  1,800,000 ",Married,Non Medical,10,10,AHMEDABAD,Gujarat,380058,Pension,Bancassurance,1,31-08-2023,-,-,Cancellation,Other Reason,Document Tampering
1286,42,Daughter,Self-Employed,0 ,"  200,000 ",Yearly,"  600,000 ",widowed,Non Medical,10,10,Singhbhum,Jharkhand,832301,Pension,Bancassurance,1,-,-,-,Cancellation,Other Reason,Document Tampering
1287,55,Son,Business,0 ,"  50,000 ",Yearly,"  500,000 ",Married,Non Medical,10,10,JALAUN,Uttar Pradesh,285001,Pension,Retail Agency,,28-09-2023,-,-,Inforce,-,Signature Forgery
1288,42,Spouse,Housewife,0 ,"  400,000 ",Yearly,"  1,500,000 ",Married,Non Medical,10,10,UNNAO,Uttar Pradesh,209801,Pension,Bancassurance,1,-,-,-,Cancellation,Other Reason,Document Tampering
1289,45,Spouse,Service,0 ,"  1,000,000 ",Yearly,"  4,800,000 ",Married,Non Medical,10,10,Ahmedabad,Gujarat,380058,Pension,Bancassurance,1,08-12-2023,-,-,Inforce,-,Document Tampering
1290,42,Spouse,Housewife,0 ,"  600,000 ",Yearly,"  2,400,000 ",Married,Non Medical,10,10,Patna,Bihar,800013,Pension,Bancassurance,1,03-01-2024,-,-,Inforce,-,Document Tampering
1291,21,Mother,Service,"  10,000,000 ","  1,022,500 ",Yearly,"  1,800,000 ",Single,Non Medical,79,10,SURAT,Gujarat,395003,Traditional,Bancassurance,1,21-04-2023,-,-,Inforce,-,Document Tampering
1292,20,Mother,Student,"  300,000 ","  30,675 ",Yearly,"  300,000 ",Single,Non Medical,80,10,THANE,Maharashtra,421201,Traditional,Retail Agency,,20-04-2023,-,-,Inforce,-,Document Tampering
1293,28,Father,Business,"  4,000,000 ","  418,000 ",Yearly,"  1,800,000 ",Single,Non Medical,72,10,SURAT,Gujarat,395003,Traditional,Bancassurance,1,30-06-2023,-,-,Cancellation,Other Reason,Document Tampering
1294,46,Husband,Service,"  1,357,000 ","  188,190 ",Yearly,"  5,000,000 ",Married,Non Medical,8,10,GURGAON,Haryana,122001,Traditional,Institutional Alliance,,12-03-2015,-,-,Maturity,Unpaid,Signature Forgery
1295,31,Spouse,Service,"  550,000 ","  88,270 ",Yearly,"  300,000 ",Married,Non Medical,7,10,ALIGARH,Uttar Pradesh,202170,Traditional,Bancassurance,1,27-02-2016,-,-,Cancellation,Other Reason,Signature Forgery
1296,49,Spouse,Service,"  75,000 ","  8,005 ",Yearly,"  200,000 ",Married,Non Medical,11,10,DARRONG,Assam,784147,Traditional,Bancassurance,1,12-03-2015,11-11-2015,20-04-2016,Claim,Death Claim Paid,Claims Fraud
1297,41,Wife,Self-Employed,"  600,000 ","  52,000 ",Yearly,"  14,400,000 ",Married,Non Medical,15,10,Bangalore,Karnataka,560046,Traditional,Bancassurance,9,20-09-2016,-,-,Cancellation,Other Reason,Signature Forgery
1298,43,Father,Profession,"  1,430,000 ","  104,500 ",Yearly,"  1,000,000 ",Married,Non Medical,15,10,PARGANAS  NORTH,West Bengal,743165,Traditional,Retail Agency,,21-09-2022,-,-,Cancellation,Other Reason,Misselling 
1299,45,Wife,Agriculturist,"  450,000 ","  35,256 ",Quarterly,"  290,000 ",Married,Medical,15,10,RAMPUR,Uttar Pradesh,244921,Traditional,Retail Agency,,11-10-2022,-,-,Cancellation,Other Reason,Impersonation
1300,39,Husband,Housewife,"  2,740,000 ","  195,779 ",Yearly,"  7,500,000 ",Married,Non Medical,15,10,NEW DELHI,Delhi,110019,Traditional,Retail Agency,,30-12-2022,-,-,Inforce,-,Misselling 
1301,33,Wife,Agriculturist,"  1,000,000 ","  52,647 ",Yearly,"  400,000 ",Married,Medical,20,10,UJJAIN,Madhya Pradesh,456010,Traditional,Retail Agency,,10-01-2023,-,-,Cancellation,Other Reason,Claims Fraud
1302,55,Son,Self-Employed,"  215,000 ","  25,706 ",Yearly,"  350,000 ",Married,Non Medical,10,10,Sonepat,Haryana,131028,Traditional,Institutional Alliance,,24-02-2023,-,-,Inforce,-,Document Tampering
1303,49,Husband,Housewife,"  500,000 ","  38,581 ",Yearly,"  420,000 ",Married,Medical,15,10,Badaun,Uttar Pradesh,243635,Traditional,Retail Agency,,15-09-2023,-,-,Cancellation,Other Reason,Claims Fraud
1304,21,Spouse,Agriculturist,"  500,000 ","  50,000 ",Yearly,"  200,000 ",Married,Non Medical,9,10,GONDA,Uttar Pradesh,271303,ULIP,Retail Agency,,03-09-2012,-,-,Terminated,Refunded,Document Tampering
1305,48,Wife,Service,"  2,500,000 ","  10,918 ",Yearly,"  960,000 ",Married,Medical,10,10,KOTTAYAM,Kerala,686651,Traditional,Bancassurance,1,30-10-2022,-,-,Inforce,-,Document Tampering
1306,56,Wife,Business,"  15,000,000 ","  163,136 ",Yearly,"  6,000,000 ",Married,Medical,24,10,New Delhi,Delhi,110015,Traditional,Retail Agency,,27-01-2023,-,-,Inforce,-,Document Tampering
1307,44,Son,Self-Employed,"  500,000 ","  50,000 ",Yearly,"  300,000 ",Married,Non Medical,18,10,Ahmednagar,Maharashtra,422605,ULIP,Retail Agency,,18-03-2019,-,-,Inforce,-,Misappropriating Funds
1308,42,Spouse,Self-Employed,"  1,000,000 ","  100,000 ",Yearly,"  540,000 ",Married,Non Medical,18,10,-,-,-,ULIP,Bancassurance,1,-,-,-,Cancellation,Other Reason,Document Tampering
1309,42,Daughter,Service,"  700,000 ","  70,000 ",Yearly,"  1,020,000 ",widowed,Non Medical,11,10,RANCHI,Jharkhand,834010,ULIP,Bancassurance,1,-,-,-,Cancellation,Other Reason,Document Tampering
1310,36,Father,Business,"  2,510,000 ","  251,000 ",Yearly,"  1,800,000 ",Single,Non Medical,10,10,NEW DELHI,Delhi,110059,ULIP,Retail Agency,,25-08-2021,-,-,Cancellation,Other Reason,Document Tampering
1311,60,Wife,Retired,"  2,000,000 ","  200,000 ",Yearly,"  912,000 ",Married,Medical,5,10,Jodhpur,Rajasthan,342001,ULIP,Retail Agency,,30-10-2018,-,-,Terminated,Refunded,Misappropriating Funds
